"2025-12-18T08:33:45.888Z","바다날씨","현재위치","","부산","TRUE"
"2025-12-18T08:54:43.420Z","바다날씨","현재위치","","부산","TRUE"
"2025-12-19T08:56:33.084Z","포인트공유","테스트","p1","포인트1","TRUE"
