timestamp,action_type,location_name,target_id,nearest_obs,status
"2025-12-20T04:02:29.060Z","일본파고","2025-12-20","","","TRUE"
"2025-12-20T04:02:35.198Z","일본파고","2025-12-20","","","TRUE"
"2025-12-20T04:02:46.710Z","일본파고","2025-12-20","","","TRUE"
"2025-12-20T04:02:47.243Z","일본파고","2025-12-20","","","TRUE"
"2025-12-20T04:02:48.076Z","일본파고","2025-12-20","","","TRUE"
"2025-12-20T04:02:48.648Z","일본파고","2025-12-20","","","TRUE"
"2025-12-20T04:02:49.551Z","일본파고","2025-12-20","","","TRUE"
"2025-12-20T04:02:50.094Z","일본파고","2025-12-20","","","TRUE"
"2025-12-20T04:02:51.042Z","일본파고","2025-12-20","","","TRUE"
"2025-12-20T04:02:51.615Z","일본파고","2025-12-20","","","TRUE"
"2025-12-20T04:02:52.520Z","일본파고","2025-12-20","","","TRUE"
"2025-12-20T04:02:53.048Z","일본파고","2025-12-20","","","TRUE"
"2025-12-20T04:02:53.860Z","일본파고","2025-12-20","","","TRUE"
