timestamp,action_type,location_name,target_id,nearest_obs,status
"2025-12-19T14:14:54.070Z","VIEW_WEATHER","(35.6374999, 129.3517382)","","부산","SUCCESS"
"2025-12-19T14:18:26.608Z","VIEW_WEATHER","(35.6374999, 129.3517382)","","부산","SUCCESS"
"2025-12-19T14:18:26.925Z","VIEW_WEATHER","(35.6374999, 129.3517382)","","부산","SUCCESS"
"2025-12-19T14:19:02.913Z","VIEW_WEATHER","(35.6374999, 129.3517382)","","부산","SUCCESS"
"2025-12-19T14:19:03.705Z","VIEW_WEATHER","(35.6374999, 129.3517382)","","부산","SUCCESS"
"2025-12-19T14:19:24.828Z","VIEW_WEATHER","(36.977236571271796, 129.32006835937503)","","강릉","SUCCESS"
"2025-12-19T14:21:07.463Z","VIEW_WEATHER","(35.6374999, 129.3517382)","","부산","SUCCESS"
"2025-12-19T14:21:07.491Z","VIEW_WEATHER","(35.6374999, 129.3517382)","","부산","SUCCESS"
"2025-12-19T14:21:17.175Z","VIEW_WEATHER","(37.02106432889927, 126.441650390625)","","안산","SUCCESS"
"2025-12-19T14:22:22.385Z","VIEW_WEATHER","(35.6374999, 129.3517382)","","부산","SUCCESS"
"2025-12-19T14:22:22.430Z","VIEW_WEATHER","(35.6374999, 129.3517382)","","부산","SUCCESS"
"2025-12-19T14:22:43.294Z","VIEW_WEATHER","(35.52165166418367, 129.37500000000003)","","부산","SUCCESS"
"2025-12-19T14:24:25.878Z","VIEW_WEATHER","(35.1, 129.1)","","부산","SUCCESS"
"2025-12-19T14:31:52.613Z","VIEW_WEATHER","(35.6374999, 129.3517382)","","부산","SUCCESS"
"2025-12-19T14:31:53.185Z","VIEW_WEATHER","(35.6374999, 129.3517382)","","부산","SUCCESS"
"2025-12-19T14:32:13.251Z","VIEW_WEATHER","(36.00665621607621, 129.44091796875003)","","부산","SUCCESS"
"2025-12-19T14:32:50.077Z","VIEW_WEATHER","(35.6374999, 129.3517382)","","부산","SUCCESS"
"2025-12-19T14:32:50.088Z","VIEW_WEATHER","(35.6374999, 129.3517382)","","부산","SUCCESS"
"2025-12-19T14:40:58.321Z","VIEW_WEATHER","(35.6374999, 129.3517382)","","부산","SUCCESS"
"2025-12-19T14:40:58.366Z","VIEW_WEATHER","(35.6374999, 129.3517382)","","부산","SUCCESS"
"2025-12-19T14:41:10.833Z","VIEW_WEATHER","(37.431808656199635, 129.29809570312503)","","강릉","SUCCESS"
"2025-12-20T03:18:51.882Z","VIEW_WEATHER","(35.5467264, 129.4270464)","","부산","SUCCESS"
"2025-12-20T03:18:51.902Z","VIEW_WEATHER","(35.5467264, 129.4270464)","","부산","SUCCESS"
"2025-12-20T03:19:08.544Z","VIEW_WEATHER","(36.502231320238764, 129.4450378417969)","","강릉","SUCCESS"
"2025-12-20T03:21:28.063Z","VIEW_WEATHER","(35.5438423, 129.4275576)","","부산","SUCCESS"
"2025-12-20T03:21:28.073Z","VIEW_WEATHER","(35.5438423, 129.4275576)","","부산","SUCCESS"
"2025-12-20T03:21:36.704Z","VIEW_WEATHER","(37.04870469375531, 126.66687011718751)","","평택","SUCCESS"
"2025-12-20T03:21:59.623Z","VIEW_WEATHER","(35.543817, 129.4275329)","","부산","SUCCESS"
"2025-12-20T03:21:59.802Z","VIEW_WEATHER","(35.543817, 129.4275329)","","부산","SUCCESS"
"2025-12-20T03:23:42.446Z","VIEW_WEATHER","(35.543817, 129.4275329)","","부산","SUCCESS"
"2025-12-20T03:23:42.561Z","VIEW_WEATHER","(35.543817, 129.4275329)","","부산","SUCCESS"
"2025-12-20T03:23:56.564Z","VIEW_WEATHER","(36.85642264794344, 126.36611938476564)","","안흥","SUCCESS"
"2025-12-20T03:27:28.657Z","VIEW_WEATHER","(35.5467264, 129.4270464)","","부산","SUCCESS"
"2025-12-20T03:27:28.743Z","VIEW_WEATHER","(35.5467264, 129.4270464)","","부산","SUCCESS"
"2025-12-20T03:27:34.903Z","VIEW_WEATHER","(36.83681807499657, 129.53979492187503)","","강릉","SUCCESS"
"2025-12-20T03:36:52.678Z","VIEW_WEATHER","(35.5467264, 129.4270464)","","부산","SUCCESS"
"2025-12-20T03:36:52.700Z","VIEW_WEATHER","(35.5467264, 129.4270464)","","부산","SUCCESS"
"2025-12-20T03:39:09.055Z","일본파고","2025-12-20","","","TRUE"
"2025-12-20T03:39:09.085Z","일본파고","2025-12-20","","","TRUE"
"2025-12-20T03:44:22.191Z","VIEW_WEATHER","(35.5467264, 129.4270464)","","부산","SUCCESS"
"2025-12-20T03:44:22.653Z","VIEW_WEATHER","(35.5467264, 129.4270464)","","부산","SUCCESS"
"2025-12-20T03:45:44.616Z","일본파고","2025-12-20","","","TRUE"
"2025-12-20T03:45:44.866Z","일본파고","2025-12-20","","","TRUE"
"2025-12-20T03:47:15.958Z","일본파고","2025-12-20","","","TRUE"
"2025-12-20T03:47:15.974Z","일본파고","2025-12-20","","","TRUE"
"2025-12-20T03:49:52.551Z","VIEW_WEATHER","(35.5467264, 129.4270464)","","부산","SUCCESS"
"2025-12-20T03:49:52.590Z","VIEW_WEATHER","(35.5467264, 129.4270464)","","부산","SUCCESS"
